,title,freebase_movie_ID,vote_average,vote_counts,budget
7692,Final Voyage,/m/065_7hk,4.2,10,0
7693,It's All Happening,/m/0gjf4nc,5.0,1,0
7694,The Disappearance,/m/08p9k98,5.7,13,0
7695,Love Before Breakfast,/m/047nt10,5.8,11,0
7696,Charlie Chan at the Wax Museum,/m/080j16d,7.9,14,0
7697,Hatley High,/m/027l85w,5.7,3,0
7698,Orphans Of The Storm,/m/0fdvpz,6.9,72,0
7699,Les Visiteurs,/m/06tqpj,7.126,1780,0
7700,Heroes of the Hills,/m/0h3rlw7,0.0,0,0
7701,Tail Lights Fade,/m/06fxbm,5.0,10,0
7702,Crossing,/m/04jf6ht,0.0,0,0
7703,River,/m/0h98wqd,7.0,1,0
7704,Campus Confessions,/m/091m5xg,4.2,4,0
7705,El Profesor erótico,/m/06_y486,2.0,3,0
7706,Secret Mission,/m/064067l,4.5,8,0
7707,Painted Skin,/m/04n2fms,5.898,129,0
7708,Love and Mary,/m/0crwbjg,5.5,13,500000
7709,True Grit,/m/0b73_1d,7.304,4946,38000000
7710,Billy the Kid,/m/04ct4zw,6.7,11,0
7711,Ditto,/m/08vcws,6.2,19,0
7712,Guadalcanal Diary,/m/05v101,5.7,16,0
7713,Should Tall Men Marry?,/m/03c05fh,6.5,3,0
7714,What Waits Below,/m/04gn_8j,3.8,13,0
7715,All for Mary,/m/03wj349,6.2,4,0
7716,Pardes,/m/07_576,6.7,70,0
7717,The White Angel,/m/0bwjsfk,8.0,4,0
7718,Sandwiches That You Will Like,/m/07x5jj,7.0,4,0
7719,The 957th Day,/m/027kqg0,0.0,0,0
7720,Lola and Billy the Kid,/m/0hn9x5g,6.6,22,0
7721,Abel's Island,/m/096wd8,6.0,1,0
7722,Royal Affairs in Versailles,/m/02qblnj,7.4,19,0
7723,In the Name of the People,/m/0ch4yk9,0.0,0,0
7724,The Desert Song,/m/02q7m1k,4.5,2,354000
7725,A Boy and His Samurai,/m/0h7qszv,6.6,19,0
7726,Just for Kicks,/m/0b89zp,4.2,10,0
7727,The Orphan of Anyang,/m/03ntw7k,6.0,7,0
7728,Home Movies,/m/026szwh,5.3,23,0
7729,Hard to Handle,/m/03d2q20,6.7,12,0
7730,Highway,/m/0gdvzy,5.6,115,14000000
7731,The Cohens and Kellys in Trouble,/m/0cc3m6,0.0,0,0
7732,Alive and Ticking,/m/0hnbh7r,6.4,43,0
7733,Sherlock Holmes,/m/09gb9p1,5.4,17,0
7734,The Sand Castle,/m/07k8ls7,6.3,23,0
7735,The Perils of Pauline,/m/03np8n_,3.5,2,0
7736,The Conjugal Bed,/m/0gvs9dl,5.0,7,0
7737,Popstar,/m/08hp4f,4.1,32,0
7738,Paradise Express,/m/07kdr4x,8.0,1,0
7739,4:44 Last Day on Earth,/m/0h340wm,4.603,151,0
7740,Daydream Nation,/m/0crx4f4,5.734,144,0
7741,Dangerous,/m/01848d,6.7,39,0
7742,Killer Bash,/m/0d2_cc,4.1,12,0
7743,Voices from Beyond,/m/0g9_7yp,5.7,40,0
7744,The Kiss of the Vampire,/m/06lk7c,6.2,85,0
7745,Whistle Down the Wind,/m/02731y0,7.2,46,0
7746,Murder in Peyton Place,/m/0cp0sfz,5.0,1,0
7747,Shara,/m/09gd5p3,6.5,30,0
7748,Patrick Dewaere,/m/07k8csp,0.0,0,0
7749,Ripley's Game,/m/0f7d2k,6.3,230,30000000
7750,Irumbu Kottai Murattu Singam,/m/05q58np,4.0,4,0
7751,Cyberworld,/m/0b5fn3,6.2,5,0
7752,The God Makers II,/m/02p_z0b,7.5,2,0
7753,The Amityville Horror,/m/05x4gk,6.129,2052,19000000
7754,Criminal Law,/m/0316bc,5.473,92,5000000
7755,The Crimson Permanent Assurance,/m/032ly7,7.1,100,0
7756,Sahadevan Mahadevan,/m/06_wb1c,5.5,1,0
7757,The Way to Paradise,/m/0crckw7,5.0,3,0
7758,Last Life in the Universe,/m/04zvh8,7.173,136,0
7759,Viva Max!,/m/09y4bc,5.5,6,0
7760,Sahara,/m/0806kvl,0.0,0,0
7761,Cadavres,/m/063yvkm,5.0,20,0
7762,"You, Me and Dupree",/m/08lwpy,5.593,1262,54000000
7763,The Bogus Witch Project,/m/089sf1,2.8,17,0
7764,Chongqing Blues,/m/0by037s,6.6,8,0
7765,Elvira Madigan,/m/05fbk3l,6.8,37,0
7766,True Crime,/m/06sw7t,5.7,71,0
7767,Rainy Days,/m/04lj2w6,6.5,1,0
7768,Mongolian Ping Pong,/m/02rqf0p,5.6,7,0
7769,The President's Last Bang,/m/0869k5,6.7,42,0
7770,Liberty Kid,/m/09v9m5k,5.8,6,0
7771,Without Dowry,/m/076y2j0,6.7,6,0
7772,Dude Cowboy,/m/05p8w7g,6.0,2,0
7773,Enemies Among Us,/m/0bx_9qw,3.1,6,100000
7774,Shooter,/m/04j9k5m,7.0,1,0
7775,High School Big Shot,/m/02vww9w,3.0,13,0
7776,Blonde Dolly,/m/05zvs96,6.0,1,0
7777,XXY,/m/02ry4yw,6.9,268,0
7778,The Black Scorpion,/m/080yw5,5.2,56,0
7779,Love Story,/m/04q7w99,6.4,6,0
7780,Falling in Love,/m/0gjbbq4,0.0,0,0
7781,Dorf on Golf,/m/0df81c,5.5,2,0
7782,Blue Island,/m/04g1nqw,3.1,7,0
7783,A Cab for Three,/m/04gskqb,6.7,10,0
7784,The Adolescents,/m/0hhs99s,4.0,3,0
7785,A,/m/080cdj1,6.694,62,0
7786,Hop,/m/0ch3jlt,5.7,1135,63000000
7787,Angel,/m/026q7dp,5.9,91,3000000
7788,Chuang Tapestry,/m/027_q71,0.0,0,0
7789,The State Counsellor,/m/04gnm4t,6.2,39,0
7790,The Image,/m/03glfw,5.0,3,0
7791,One Piece: The Movie,/m/0cj6gf,7.0,305,0
7792,The Arrival,/m/0bswf7,6.0,678,25000000
7793,Belinsky,/m/06w7b_j,5.8,5,0
7794,Beneath Hill 60,/m/0bhc40_,6.9,140,7347125
7795,Evil Dead II,/m/02vhv,7.556,2846,3500000
7796,Cutie Honey,/m/03m88rl,6.3,63,4300000
7797,The Big Sombrero,/m/0h3nnqf,5.0,2,0
7798,Fontamara,/m/0c9hl47,6.2,2,0
7799,Aunt Fanny's Tour of Booty,/m/04zw832,4.6,9,0
7800,Alias John Law,/m/07k9328,3.6,6,0
7801,Le fantôme de la liberté,/m/0f9t3r,7.5,259,0
7802,Yogi's First Christmas,/m/0278hkh,6.5,22,0
7803,Der Fuehrer's Face,/m/0270t0,6.9,137,0
7804,His and Hers,/m/0crrl8x,5.5,1,500000
7805,Maria do Mar,/m/0h_9lh9,6.2,8,0
7806,Don't Look Back,/m/0gp7l6,5.3,6,0
7807,The Meeting Place Cannot Be Changed,/m/08s334,8.5,64,0
7808,Thommanum Makkalum,/m/02x914r,6.6,15,0
7809,Hong Kong Ghost Stories,/m/0hz8pl_,3.8,6,0
7810,Poet's Pub,/m/04jcjwd,6.6,5,0
7811,The Roof,/m/0bwm6bp,5.3,3,0
7812,Emporte-moi,/m/02qjcc0,6.1,14,0
7813,Inchon,/m/054zpc,4.0,10,46000000
7814,Fast Company,/m/0h66rzp,0.0,0,0
7815,Kamen Rider ZO,/m/09cvjr,7.5,19,0
7816,Adrift,/m/05zhv8j,0.0,0,0
7817,Bill Cosby: Himself,/m/08skw4,7.163,46,0
7818,Biutiful,/m/07k95l2,7.254,1028,0
7819,Split Wide Open,/m/08py6m,5.0,3,0
7820,Port of Call,/m/027yppr,6.8,63,5000000
7821,As Bodas de Deus,/m/080jlvh,7.4,12,0
7822,Doomsday,/m/08sp55,5.952,1189,30000000
7823,Cool Hand Luke,/m/015gsf,7.739,1284,3200000
7824,Love Finds a Home,/m/05f6d0h,6.8,26,0
7825,Ashanti,/m/03h1dms,5.8,35,0
7826,Nousukausi,/m/03zjk6,6.3,27,0
7827,Ticket to Heaven,/m/05h5ym,7.2,10,0
7828,Pourquoi Israël,/m/04095zz,7.5,4,0
7829,Kissing Jessica Stein,/m/05prcg,6.0,200,1000000
7830,Brutality,/m/03c3l26,0.0,0,0
7831,5 Girls,/m/03nr7km,0.0,0,0
7832,Wonder Man,/m/07wjh8,6.7,32,0
7833,Abandoned,/m/04797kz,6.2,16,0
7834,The Search,/m/013895,6.9,65,0
7835,One Too Many,/m/026tm7z,0.0,0,0
7836,The Whole Nine Yards,/m/0g5qvj,6.445,1728,41300000
7837,50/50,/m/0cmdwwg,7.17,3551,8000000
7838,Red State,/m/0dgrwqr,6.1,874,4000000
7839,Elvis,/m/0cr13c,6.7,107,2100000
7840,Escape to Witch Mountain,/m/04f76f_,5.4,45,0
7841,Emil i Lönneberga,/m/0cmc3rq,6.8,70,0
7842,Tilt,/m/0h63fg1,6.0,15,0
7843,Samsara,/m/09b3ln,8.077,566,4000000
7844,Street Days,/m/0dlk55d,6.6,12,0
7845,Salute,/m/02qql0j,4.5,2,0
7846,Stowaway,/m/04yb3vf,6.5,65,0
7847,Diving In,/m/02x28kt,3.3,3,0
7848,Aladin,/m/06_w18q,6.256,86,0
7849,Madame X,/m/03cs5sb,6.8,31,0
7850,Disclosure,/m/07tdzq,6.253,1083,55000000
7851,The Help,/m/0ds3t5x,8.202,7648,25000000
7852,Die Tödlichen Träume,/m/05c2_s1,4.0,1,0
7853,One Bright Shining Moment: The Forgotten Summer of George McGovern,/m/0f6pz9,4.0,1,0
7854,Love Comes Quietly,/m/0ch5fqd,5.2,5,0
7855,Permission to Kill,/m/02pp7j9,5.3,3,0
7856,Anna Karenina,/m/02rf_2h,6.1,126,35000000
7857,Frisco Sally Levy,/m/09pgchh,0.0,0,0
7858,Wild at Heart,/m/01kqq7,7.0,1476,9500000
7859,Hannah Montana: The Movie,/m/02x3lt7,6.605,1930,35000000
7860,Far East,/m/05b1gkr,0.0,0,0
7861,36 Fillette,/m/0bldb1,5.2,28,0
7862,Kamaraj,/m/0jzr0g3,5.0,3,0
7863,Mosquito Squadron,/m/04j2mgb,5.3,23,0
7864,Fox Movietone Follies of 1929,/m/07kggkd,3.0,1,0
7865,Kościuszko pod Racławicami,/m/0dd9657,0.0,0,0
7866,Abduction,/m/0cmdl80,5.87,2767,35000000
7867,Annie,/m/02x6dqb,6.49,647,35000000
7868,Dreaming Lhasa,/m/02pmyl1,4.9,5,500000
7869,The Violin Player,/m/07kjddn,0.0,0,0
7870,Death at a Funeral,/m/02q04hn,6.884,1588,9000000
7871,Vai viegli būt jaunam?,/m/02ypqw,5.3,7,0
7872,The Plot to Kill Hitler,/m/04ybpns,6.0,22,0
7873,Streamers,/m/04lf8jn,5.9,26,0
7874,Alibi Ike,/m/0dr6kq,6.5,2,0
7875,Badrinath,/m/0bhc6dq,4.0,20,0
7876,Miracle of the White Stallions,/m/02vqpy9,5.7,15,0
7877,Hulchul,/m/05200qb,8.5,4,0
7878,The Tourist,/m/0bbw2z6,6.18,5138,100000000
7879,Celebrity,/m/03m8y5,6.0,421,0
7880,Pittsburgh,/m/026tjwy,6.2,12,0
7881,Our Vines Have Tender Grapes,/m/027xrzy,6.8,16,0
7882,Monster from the Ocean Floor,/m/03cz7b9,3.4,12,12000
7883,Aku Ingin Menciummu Sekali Saja,/m/03cm91t,5.3,3,0
7884,Murder at the Cannes Film Festival,/m/0bhb2xh,0.0,0,0
7885,The Vanishing Prairie,/m/0gxv2w,7.2,27,0
7886,I Dream of Jeanie,/m/03nmwx2,3.2,6,0
7887,Tere Naam,/m/06fl3p,6.6,67,0
7888,Ringing Bell,/m/02r9t8w,6.8,28,0
7889,Avalon,/m/03kc9d,6.566,286,8000000
7890,O Miojo do Mal,/m/0blw1b,0.0,0,800
7891,The Midnight Patrol,/m/0fvl50,6.6,37,0
7892,Last Embrace,/m/0gjy3y,5.4,54,0
7893,Love Wind Love Song,/m/0h1ff3p,7.0,4,0
7894,Fire Festival,/m/06wb6fz,5.9,8,0
7895,Forever Young,/m/05blpn,6.479,827,0
7896,The Court Jester,/m/02f_dk,7.3,172,4000000
7897,Crocodile Dundee in Los Angeles,/m/07n9lm,5.198,562,21150000
7898,Shéhérazade,/m/0b6hbjd,10.0,2,0
7899,There's One Born Every Minute,/m/0ch1xfk,8.2,2,0
7900,Moulin Rouge,/m/04mz5wx,7.0,4,0
7901,Luxury Liner,/m/05my9f0,5.0,4,0
7902,Russian Holiday,/m/0c5byy,0.0,0,0
7903,Suicide Battalion,/m/0gg5dtn,5.0,1,0
7904,The Great Land of Small,/m/027643h,6.5,2,0
7905,24 Hours of a Woman's Life,/m/0k3mwsj,4.7,3,0
7906,Roman de Gare,/m/043rbpp,6.7,44,0
7907,Panic,/m/0gj8v_t,5.0,1,0
7908,Fidel,/m/099l1r,4.0,1,0
7909,Places in the Heart,/m/0sxjs,7.2,137,0
7910,Red Heat,/m/09g9qkb,6.197,1334,29000000
7911,True Friends,/m/0h66gd6,7.8,5,0
7912,Something About Amelia,/m/07r86f,5.5,10,0
7913,One Eyed King,/m/0bbzsm2,5.3,7,0
7914,Bad Boys II,/m/040fg_,6.609,4996,130000000
7915,Committed,/m/0513py,4.8,52,3000000
7916,The Pirate Movie,/m/06zn1c,4.957,35,0
7917,The Guitar Mongoloid,/m/05t085g,5.5,21,0
7918,Visiting Hours,/m/025z2ls,5.6,95,0
7919,Not Like Others,/m/0hnd91v,3.0,6,0
7920,Dragon Ball: Episode of Bardock,/m/0h_df6p,6.9,366,0
7921,"Shake, Rattle and Rock!",/m/0b3_lr,5.8,9,0
7922,Liebestraum,/m/05cgvt,5.8,14,0
7923,Groundhog Day,/m/011x_4,7.609,7391,14600000
7924,One Hysterical Night,/m/0bh9bth,0.0,0,0
7925,"I, Anna",/m/0h2cny7,5.5,32,0
7926,Donald's Nephews,/m/031467,6.368,57,0
7927,Riding High,/m/0crhvxw,4.3,3,0
7928,Dark River,/m/02wvk6l,5.0,1,0
7929,Midnight Runaround,/m/0f713v,6.7,3,0
7930,Rulers of the Sea,/m/091m5cv,6.5,2,0
7931,Return to Treasure Island,/m/0dlmcwr,5.0,5,0
7932,"Slunce, seno, jahody",/m/0f7cpt,7.058,26,0
7933,Soundproof,/m/0416zt_,5.0,1,0
7934,The Yellow Bird,/m/03m639w,0.0,0,0
7935,Dream a Little Dream,/m/09bfrf,5.8,120,0
7936,Dil Apna Punjabi,/m/0gp_rh,5.2,2,0
7937,Gerald McBoing-Boing,/m/0jsbs,6.5,59,0
7938,Emerald City,/m/09qh12,5.0,8,0
7939,Chinna Thambi Periya Thambi,/m/0j645_f,6.2,2,0
7940,Adavi Ramudu,/m/026qm3v,5.0,1,0
7941,Killer of Sheep,/m/0jygx,6.4,107,100000
7942,Masquerade in Mexico,/m/0bbyg91,5.5,4,0
7943,Just Between Us,/m/0bf3b3v,4.8,5,0
7944,The Off Season,/m/09cxhc,4.0,8,0
7945,Jedanaesta zapovijed,/m/0crcd7s,0.0,0,0
7946,Relentless IV: Ashes to Ashes,/m/05f58mr,6.2,9,0
7947,Leo and Loree,/m/0b6j1_s,0.0,0,0
7948,Sunshine,/m/091d5d,6.951,3457,50000000
7949,Too Much Sun,/m/05f742q,4.9,9,0
7950,Skate or Die,/m/0gksdp5,4.6,25,0
7951,Explorers,/m/08tw45,6.199,419,25000000
7952,Where the Red Fern Grows,/m/0bvbrzx,6.8,47,0
7953,Swingers,/m/01ylt7,5.7,45,0
7954,Twelve O'Clock High,/m/0k4s3,7.1,123,0
7955,Oridathoru Puzhayundu,/m/0j3g8j2,0.0,0,0
7956,To the Lighthouse,/m/0csb_f,6.1,5,0
7957,Hamara Dil Aapke Paas Hai,/m/03cd0d8,5.3,11,0
7958,Mwansa the Great,/m/0hzg5l0,5.4,6,0
7959,The Early Bird Dood It!,/m/0bmggw0,6.1,12,0
7960,Sueño,/m/03c3dzn,4.5,8,0
7961,Adam Had Four Sons,/m/02q3545,6.4,11,0
7962,Beginners,/m/0b44shh,6.847,959,3200000
7963,The Miracle Man,/m/0421qt7,5.5,4,0
7964,Pearls and Savages,/m/0j9q00z,8.0,1,0
7965,Playing 'In the Company of Men',/m/09gjd1h,6.4,7,0
7966,My Friend the King,/m/0crh6yv,0.0,0,0
7967,Lipsett Diaries,/m/0ds4kh_,6.0,9,0
7968,Häxan,/m/09rxsx,7.599,333,220000
7969,You Are Here,/m/0b44shs,6.1,7,73000
7970,Freeing Bernie Baran,/m/0dsc9g3,0.0,0,0
7971,The Phantom Stockman,/m/055jtt0,4.8,31,0
7972,Our Beloved Month of August,/m/051zb5v,6.6,33,0
7973,The Object of My Affection,/m/01qjx3,5.822,287,15000000
7974,My Life in Pink,/m/05pn9p,7.0,94,3
7975,Toy Soldiers,/m/088jgq,6.381,289,0
7976,The Believers,/m/0bvl4h,7.0,1,0
7977,Tweety and the Beanstalk,/m/09m0yx,6.8,20,0
7978,Children of Chance,/m/04gq4d3,0.0,0,0
7979,Billy's Balloon,/m/05_kw5,6.4,84,0
7980,Running On Empty,/m/09t1l4,5.2,10,0
7981,Jango,/m/05b1rgn,6.6,7,0
7982,Girlfriend,/m/09v9t4p,3.0,10,0
7983,Earth,/m/03chsvd,7.586,330,15000000
7984,You Are the One,/m/02qrp6j,4.9,5,0
7985,Blurred,/m/05b3q92,6.0,2,3000000
7986,Summer's Tail,/m/03ct3wg,4.7,9,0
7987,Platoon of the Dead,/m/09v4w90,2.4,5,0
7988,Mark Tobey Abroad,/m/02q50sq,0.0,0,0
7989,Rogue Male,/m/027x69k,6.4,19,0
7990,Elias and the Royal Yacht,/m/0h538tt,4.2,4,0
7991,Lady in Danger,/m/0gjdvlr,5.7,3,0
7992,Suzanne Farrell: Elusive Muse,/m/04_0n5z,6.3,3,0
7993,The Bronte Sisters,/m/0274wjk,5.8,29,0
7994,A Twist of Sand,/m/055jn93,4.0,7,0
7995,The Death of Mr. Lazarescu,/m/092y_5,7.3,163,390000
7996,Double Dribble,/m/02rz3fr,6.4,48,0
7997,Amityville: A New Generation,/m/0gbrk8,4.1,76,1500000
7998,L'Atalante,/m/09tkx2,7.5,389,0
7999,Blame it on Rio,/m/08td4n,5.7,147,9000000
8000,The Firechasers,/m/0gjdp0x,7.5,4,0
8001,The Drop Kick,/m/0gskwd,5.0,5,0
8002,Blissfully Yours,/m/0fkzjx,6.6,53,0
8003,The Case of the Frightened Lady,/m/04gpn6n,6.5,11,0
8004,Forbidden Planet,/m/0fb4l,7.259,846,1900000
8005,Saving Face,/m/0849p2,7.3,183,0
8006,Zoo zéro,/m/04ydpzw,5.0,9,0
8007,Dial M for Murder,/m/0k7tq,8.018,2384,1400000
8008,Silver Saddle,/m/05sxyj2,6.4,27,0
8009,Diamond Dogs,/m/03y9j1w,4.4,43,0
8010,Convict 13,/m/0dsbmv,6.7,109,0
8011,The Far Call,/m/0k2ktw2,0.0,0,0
8012,The Lost Hours,/m/0cz943m,3.5,7,0
8013,Tarawa Beachhead,/m/0bx_9p3,6.0,1,0
8014,The Lonely Voice of Man,/m/0d5q5d,6.1,21,0
8015,The Fake,/m/0djb2j5,5.4,7,0
8016,The Master,/m/0f1z4p,6.4,105,0
8017,Laid to Rest,/m/04gt4sx,5.423,183,0
8018,Presumed Innocent,/m/04fv_9,6.772,601,22000000
8019,The Vegas Strip War,/m/02vzp_v,0.0,0,0
8020,Marx Reloaded,/m/0gg62k4,6.3,6,0
8021,Save the Tiger,/m/015qr6,6.6,73,0
8022,The Drudgery Train,/m/0jt4qp8,6.2,9,0
8023,The Sin of Harold Diddlebock,/m/03cphjc,6.2,27,1712959
8024,Cleopatra,/m/03b_z_4,6.0,9,0
8025,Tremble,/m/04f3q_b,0.0,0,0
8026,Aftermath: Population Zero,/m/03qj55f,6.7,31,0
8027,Going Ape!,/m/03y9nrn,4.2,13,0
8028,Sawaal,/m/02rnwyw,0.0,0,0
8029,Bronco Billy,/m/0czy_l,6.32,230,6500000
8030,Operation Pacific,/m/04fyfr,6.1,44,0
8031,Stablemates,/m/027ztmk,4.5,2,0
8032,Hell's House,/m/03d3dbl,5.2,23,0
8033,The Agitator,/m/0cz9gx7,6.0,2,0
8034,The Warrior,/m/02q7lbg,6.2,34,0
8035,Neecha Nagar,/m/02qnbqn,6.3,7,0
8036,Mistress,/m/09g72jh,3.5,2,0
8037,Lotus Lantern,/m/027c06m,7.2,20,0
8038,The Last Detail,/m/015qr_,7.0,320,2300000
8039,Starcrash,/m/08xvx8,4.1,165,0
8040,"Go-Get-'Em, Haines",/m/07k6_tv,5.0,3,0
8041,Inside Out,/m/05q57_g,7.92,19761,175000000
8042,The Wild World of Batwoman,/m/04y8g3n,2.4,36,0
8043,Code of Silence,/m/0dljfz,5.835,178,0
8044,Confessions of a Window Cleaner,/m/0b0_6m,5.1,20,0
0,Rize,/m/099yrc,6.6,44,0
1,Sexmission,/m/025zh4,7.327,252,0
2,Quality Street,/m/02q53s9,6.3,11,0
3,Circle of Two,/m/02rn6gs,4.9,7,0
4,Show Business,/m/0h3q_63,0.0,0,0
5,An Occurrence at Owl Creek Bridge,/m/04x3qt,7.6,78,0
6,Love in 3-D,/m/0fd5lj,3.6,4,0
7,Antony and Cleopatra,/m/0gwrzx,7.0,3,0
8,Max,/m/04zjn1,7.158,752,20000000
9,The Orange Thief,/m/0808dsw,8.0,3,0
10,His Glorious Night,/m/09v38c8,0.0,0,0
11,3 Women,/m/083d29,7.3,257,1500000
12,Rebels,/m/0bz3bb,6.4,12,0
13,The Seduction of Joe Tynan,/m/027x9nw,5.9,24,0
14,Hamrahi,/m/05b36p7,0.0,0,0
15,The Iron-Fisted Monk,/m/026l7dc,6.2,19,0
16,Cuckoo,/m/0526t4,4.5,6,0
17,Dating the Enemy,/m/0dfg66,6.5,25,0
18,Girlfight,/m/06j_4y,6.2,155,0
19,Snowtown,/m/0glqd4f,6.3,269,2000000
20,Murmur of the Heart,/m/07qqn7,7.1,158,0
21,Jedara Bale,/m/0h15yh,8.0,1,0
22,The Roots of Heaven,/m/060g9z,6.2,20,0
23,Cameo Kirby,/m/03qnd7f,5.4,7,0
24,Sudesi,/m/03wc1tl,5.0,1,0
25,The Heart of Nora Flynn,/m/03gr5y3,0.0,0,0
26,Let My People Go: The Story of Israel,/m/04ydq1z,0.0,0,0
27,Ernesto,/m/04mzlmk,5.8,13,0
28,Rugrats in Paris: The Movie,/m/057h0_,6.6,427,30000000
29,Baby Snakes,/m/05k0dc,6.5,14,0
30,War Gods of Babylon,/m/0dryykx,7.0,1,0
31,Downtown,/m/03gt21w,5.7,34,0
32,Demoni 3,/m/0g8llr,4.2,28,0
33,Nate and the Colonel,/m/0dp8w5,6.5,2,0
34,Wagon Heels,/m/03c1z1p,6.1,10,0
35,Bad Education,/m/040rmy,6.756,618,0
36,Jerks of All Trades,/m/0bx_bqp,6.8,6,0
37,Jack Be Nimble,/m/0kv8m5,5.5,15,750000
38,The Wicker Man,/m/0dqcs3,4.3,1215,40000000
39,Les Enfants du naufrageur,/m/0gvv6xr,3.0,2,0
40,The Express,/m/02qp7rn,7.143,251,40000000
41,The House on 56th Street,/m/0bwmk64,6.0,4,0
42,"April 1, 2000",/m/026xb9v,6.2,12,0
43,Sunday in New York,/m/0kvg5n,6.8,32,0
44,Latter Days,/m/0423dg,6.8,223,850000
45,The Adventuress,/m/0b764j0,8.1,17,0
46,On Hostile Ground,/m/043rfvd,3.2,10,0
47,For Amor,/m/06zmc11,0.0,0,10000
48,Jumper,/m/09bw4_,6.143,5410,85000000
49,Daughter of Darkness,/m/0g7h63,5.2,20,0
50,Parallel Lives,/m/0bcl57t,5.8,5,0
51,The Idle Class,/m/07n76l,6.6,87,0
52,The Man Who Could Cheat Death,/m/02q_pqh,5.8,57,0
53,American Tongues,/m/04m_9hz,7.0,1,0
54,La donna di notte,/m/06w2ych,2.0,2,0
55,Guard Dog,/m/0hz80n1,6.4,23,0
56,Treading Water,/m/02wwjgb,5.6,15,4700000
57,Summer Games,/m/0h7l_pf,6.0,16,2000000
58,Up,/m/02rn00y,7.953,19105,175000000
59,Phish: Live in Vegas,/m/0cjlcs,5.2,2,0
60,Builders,/m/0j9mxwk,0.0,0,0
61,Deep Throat in Tokyo,/m/0b7688w,3.9,5,0
62,Arctic Son,/m/03hmwpq,0.0,0,0
63,Fifty Dead Men Walking,/m/04f_kl8,6.4,138,0
64,Port of Shadows,/m/0989k_,7.5,237,0
65,The Best of Times,/m/09ck5w,5.6,96,0
66,Valente Quintero,/m/080lk37,5.0,2,0
67,Goin' To Town,/m/0f_l_k,5.0,16,0
68,A Decree of Destiny,/m/04cxp7t,0.0,0,0
69,The Prussian Cur,/m/05pclry,0.0,0,0
70,Fire in Babylon,/m/0gk_twk,5.5,14,0
71,Khel,/m/05f5g0q,4.8,5,0
72,Killshot,/m/03hnf6_,5.743,259,0
73,Nagaram,/m/0dsd541,0.0,0,0
74,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,/m/0d9rgx,6.5,10,0
75,The Clue of the New Pin,/m/0gwyzf5,0.0,0,0
76,Bright Leaf,/m/07l3gh,6.2,13,0
77,Bridget Jones's Diary,/m/05vxdh,6.748,4702,25000000
78,Scooby-Doo 2: Monsters Unleashed,/m/036fxp,6.039,2522,80000000
79,Knight Without Armour,/m/026m_zd,5.5,13,0
80,A Letter to Elia,/m/0ds4j1l,6.4,17,0
81,Meet Me in Las Vegas,/m/04gpllv,5.3,7,0
82,Blue Moon,/m/071g5v,0.0,0,0
83,Big Fan,/m/06w5778,6.13,115,250000
84,The Four Feathers,/m/0kv9r7,7.0,82,0
85,Nouvelle-France,/m/03cqd5_,6.1,18,0
86,2 Become 1,/m/03c3ccm,6.0,3,0
87,I Saw the Devil,/m/0cnz7lh,7.8,2306,6000000
88,Tomboy,/m/02ww5km,4.9,41,0
89,Oklahoma Renegades,/m/0h3qb6t,0.0,0,0
90,Don't You Forget About Me,/m/076v3kx,5.2,13,0
91,Alice's Adventures in Wonderland,/m/09rwxm9,6.8,12,0
92,By the Bluest of Seas,/m/06zm7p3,6.9,25,0
93,Squeeze a Flower,/m/0fpgpcq,0.0,0,0
94,Unholy Partners,/m/08kbqg,7.0,4,0
95,Xanadu,/m/01v2vy,5.7,239,20000000
96,Return to Paradise,/m/092nkx,6.43,273,0
97,Kabul Express,/m/0c8r6s,5.8,17,0
98,Pond Hockey,/m/04f2kj6,0.0,0,75
99,The Cross,/m/05pc6b4,0.0,0,3000000
100,Sparrow,/m/03qn46g,6.5,69,0
101,Family Secrets,/m/09cc9h,5.0,2,0
102,Simhadri,/m/0dygx8,5.9,10,1800000
103,Falling in Love with the Girl Next Door,/m/05c34sj,5.8,12,0
104,Banjo on My Knee,/m/0bj4ft3,6.0,8,0
105,Eve's Love Letters,/m/03c055l,2.0,1,0
106,Gun the Man Down,/m/0bbv0qf,6.3,12,0
107,They Gave Him a Gun,/m/09pggf7,6.2,5,0
108,The Women Men Marry,/m/09pggf0,5.5,1,0
109,Hold Back the Dawn,/m/0kb07,6.6,36,0
110,McQ,/m/027zh7z,6.1,82,0
111,Jackson,/m/04q0l3l,3.5,2,0
112,La provinciale,/m/0cz8_bt,5.8,4,0
113,Expo: Magic of the White City,/m/02rtsqh,6.9,7,0
114,Golmaal Returns,/m/02v_ltd,5.013,79,0
115,Lucky Break,/m/03hhtw_,6.2,30,0
116,Olsenbanden tar gull,/m/026ts76,7.0,8,0
117,Champions,/m/05nzp37,6.8,13,0
118,The Lovers of Montparnasse,/m/08l8c0,7.1,37,0
119,La vie promise,/m/04164sr,5.3,12,0
120,Pistha,/m/02qfvwm,6.5,3,0
121,My Dream Is Yours,/m/03g_x_z,6.4,20,0
122,Fur of Flying,/m/0gjcxkf,6.5,25,0
123,A Crysanthemum Bursts in Cincoesquinas,/m/02pq96t,7.0,1,0
124,Tag til Rønneby Kro,/m/04mzhxx,8.0,2,0
125,Letter from the Dead,/m/05b4y4t,6.3,7,0
